3,300105,8446173400
3,787,6270698900
3,601001,44384800100
3,932,53691509400
3,601958,45163299500
3,594,54806815200
3,601969,3607853600
3,603898,837309300
3,601088,60685820200
3,601268,9368943000
2.978456014,2128,14993604400
2.964636542,601898,72782549700
2.782051282,601015,3609957700
2.532765957,600219,62624777300
2.416,2155,43532400100
2.189940437,780,32522842600
2.075391181,601168,78138355900
1.967545639,601101,20396336300
1.849616858,600997,39198244400
1.79491833,2313,8502209700
1.793478261,2736,20202314900
1.63267148,600971,32043273300
1.611650485,601226,4572254300
1.579247434,2110,9691641200
1.560227273,601005,47759649400
1.555060471,600237,32335658000
1.519480519,603869,1087216600
1.489583333,603686,1077013900
1.443683409,600031,1.20751E+11
1.414054054,2122,24945506600
1.388888889,603828,546607000
1.322937626,601991,50585982900
1.168023256,600028,3.16669E+11
1.136363636,601985,49535957600
1.088607595,601225,23446470900
1.08373591,959,47461790500
1.078833693,725,3.92289E+11
1.0625,603012,1747171400
1.054954955,2106,21281808200
1.043841336,601899,2.96383E+11
1.041067762,983,92372207200
1.038878843,601003,22587252500
1.025,600253,14412038200
1,603117,1778723600
0.974895397,2069,15157157700
0.970878578,968,26712699400
0.966666667,603698,1983740200
0.941747573,2204,14825766100
0.919354839,603600,1010452500
0.91355778,933,58662846800
0.91025641,603568,779969700
0.883255219,600123,48982522500
0.858695652,600959,8281713700
0.854807063,600022,86929197900
0.853333333,603616,1193701200
0.833333333,600958,15121723300
0.829056111,937,83453196100
0.810509554,809,22131769800
0.783089863,980,16990451300
0.780858676,2218,14346405500
0.764168886,600121,28358839100
0.753968254,2745,907560600
0.746575342,603017,508560500
0.713458755,300164,5254113300
0.708920188,603111,1692343200
0.702420701,960,39819432900
0.695652174,601117,70993821400
0.685302838,600018,1.17612E+11
0.668393782,601016,6159489200
0.665338645,300157,11134419400
0.658376963,601118,64384208100
0.653820149,683,42990613100
0.63800578,2109,12424645300
0.63187251,601918,66572969600
0.601317957,2225,16327461800
0.600864074,600069,44880320300
0.591620821,600311,50208448900
0.591397849,2731,1001994700
