2.25,-0.0559742274029
1.75,-0.00288834995397
2.0,-0.000807022524623
3.0,-0.0894842342398
4.0,-0.118501249287
5.0,-0.206934826168
0.75,0.0763634165697
1.0,0.0651089959992
8.0,-0.439272427627
9.0,-0.800287601154
10.0,-0.714462992143
11.0,-0.600797673837
12.0,-0.761528760882
13.0,-1.68256074643
14.0,-0.443511453
15.0,-2.49161364
16.0,-0.38280198
17.0,-3.84252297
18.0,2.88288
19.0,1.1433675
20.0,0.028875
21.0,-0.94446
22.0,-9.5810011
23.0,-5.9754167
24.0,-10.5435
25.0,-3.5739
27.0,-4.80645
28.0,-8.36055
8.9,-1.05711770446
0.5,0.074266873442
34.0,-12.82644
35.0,-13.77288198
6.0,-0.244789122875
8.75,-0.650385783028
7.0,-0.483385971708
15.6,2.99683428
8.7,-1.19527924989
8.55,-0.798048577156
7.75,-0.645586151396
9.25,-1.12919225509
25.75,-8.35560198
7.05,-0.594043512952
30.55,-4.85693802
21.4,-0.026334
3.5,-0.141227750243
21.35,-4.08243
27.45,-3.33531
15.4,2.6154128055
12.1,-0.891595964286
22.5,-6.60498483333
9.2,-1.10795104095
9.9,-0.933849386905
9.95,-0.861407598372
0.7,0.0678159299127
9.75,-0.60136908894
15.25,-2.76613663333
7.3,-0.657219170784
13.5,-0.868195663077
0.3,0.0658811831504
28.15,-5.25096
4.2,-0.0765917676699
3.2,-0.136216185348
12.75,-0.00351469708333
2.15,-0.0405888411352
28.45,-8.51895
23.5,-7.08246
20.7,0.2442
9.7,-0.683437095212
9.55,-1.24548370006
10.4,-2.10472751541
1.45,0.0307001263717
10.25,-1.09268869799
18.7,-0.891992992
22.6,-4.71141
4.1,-0.144026355384
1.7,-0.00115947732245
4.45,-0.0647702349158
20.1,-2.21463
23.1,-3.21976662857
9.35,-0.791595330122
29.45,-5.66478
11.7,-1.0468634
22.1,-8.6344544
17.05,-0.830572966667
21.7,-3.00146
10.2,-0.101040157059
12.25,-1.49864697685
10.05,-0.882200817929
